1.548525	0.013789084	0.023837562
1.568126582	0.015098239	0.027364561
1.588230769	0.016783998	0.032488014
1.608857143	0.018687529	0.041464219
1.630026316	0.018295529	0.044158501
1.65176	0.018130743	0.048906061
1.674081081	0.016438709	0.050282895
1.697013699	0.014647497	0.053596079
1.720583333	0.012179189	0.055882008
1.744816901	0.00775454	0.053794463
1.769742857	0.005752974	0.05729865
1.795391304	0.002394464	0.057853698
1.821794118	-0.000933825	0.058683435
1.848985075	-0.004355179	0.057921992
1.877	-0.007235705	0.058372755
1.905876923	-0.010232493	0.057514351
1.93565625	-0.013192249	0.055667978
1.966380952	-0.015374134	0.054606034
1.998096774	-0.016878846	0.052078177
2.030852459	-0.017806425	0.04936663
2.0647	-0.01780934	0.046230052
2.099694915	-0.016158848	0.044608687
2.135896552	-0.01307098	0.041960031
2.173368421	-0.009977531	0.03785857
2.212178571	-0.002546236	0.040492851
2.2524	0.004563257	0.042805746
2.294111111	0.010998773	0.047541098
2.337396226	0.016723668	0.056493607
2.382346154	0.018750151	0.067954396
2.429058824	0.014915213	0.08304676
2.47764	0.004853979	0.097993072
2.502666667	-0.002509131	0.105063296
2.528204082	-0.011016475	0.111201873
2.554268041	-0.020680441	0.116362291
2.570165975	-0.027305551	0.118031986
2.580875	-0.031474106	0.119704229
2.597106918	-0.038235493	0.125428868
2.608042105	-0.042696435	0.122941652
2.624618644	-0.049976672	0.123775613
2.635787234	-0.054980138	0.12388058
2.664129032	-0.066428539	0.123717382
2.693086957	-0.075755556	0.120978805
2.722681319	-0.085049483	0.116813378
2.752933333	-0.094703448	0.113612526
2.783865169	-0.103476377	0.10965762
2.8155	-0.111153647	0.103235946
2.847862069	-0.11817048	0.096575202
2.880976744	-0.123835285	0.090106774
2.914870588	-0.129498759	0.084565214
2.949571429	-0.134428998	0.077165806
2.985108434	-0.138833392	0.069653644
3.021512195	-0.142685817	0.061756345
3.058814815	-0.146603812	0.054309354
3.09705	-0.150035298	0.046126931
3.136253165	-0.153181002	0.03681564
3.176461538	-0.154890475	0.026614864
3.217714286	-0.155888412	0.015823003
3.260052632	-0.155002306	0.004164362
3.277301587	-0.154274794	-1.08404E-05
3.294734043	-0.153266929	-0.004662396
3.312352941	-0.15153934	-0.009124175
3.33016129	-0.149739556	-0.013115098
3.348162162	-0.147726116	-0.01718629
3.366358696	-0.145537494	-0.020990607
3.384754098	-0.143129326	-0.024995035
3.403351648	-0.14083132	-0.028562592
3.422154696	-0.138181899	-0.03151734
3.441166667	-0.135597911	-0.034145121
3.460391061	-0.133721331	-0.034888452
3.479831461	-0.131177409	-0.039238604
3.499491525	-0.128847647	-0.041620947
3.519375	-0.126706525	-0.044054592
3.539485714	-0.124336966	-0.046417039
3.559827586	-0.122433812	-0.048376257
3.580404624	-0.120255307	-0.050448282
3.60122093	-0.118094557	-0.051549527
3.622280702	-0.116904113	-0.054061418
3.643588235	-0.114496443	-0.055373153
3.654336283	-0.113915431	-0.056878129
3.665147929	-0.113198052	-0.057759398
3.676023739	-0.112157594	-0.058704886
3.686964286	-0.111318699	-0.05956749
3.697970149	-0.1106478	-0.060493529
3.709041916	-0.109944315	-0.061163943
3.72018018	-0.109249921	-0.061896825
3.731385542	-0.108646389	-0.061131227
3.74265861	-0.108020004	-0.06275851
3.754	-0.107683174	-0.064554061
3.765410334	-0.106904514	-0.065125163
3.776890244	-0.106864374	-0.066334125
3.788440367	-0.106590931	-0.067929955
3.80006135	-0.105861415	-0.069269193
3.811753846	-0.105714413	-0.070469801
3.823518519	-0.105499058	-0.07174485
3.835356037	-0.10525541	-0.073694523
3.847267081	-0.104722311	-0.074651773
3.859252336	-0.104189591	-0.075954708
3.8713125	-0.103810843	-0.07753951
3.883448276	-0.102765012	-0.079483922
3.895660377	-0.104563422	-0.083806227
3.907949527	-0.101210927	-0.084118394
3.920316456	-0.099837429	-0.085463981
3.932761905	-0.098240585	-0.088306242
3.945286624	-0.097496995	-0.090888534
3.957891374	-0.095138581	-0.092646035
3.970576923	-0.093990855	-0.094234575
3.983344051	-0.091888416	-0.09557072
3.996193548	-0.090506568	-0.097465591
4.009126214	-0.088354909	-0.098680776
4.022142857	-0.085654208	-0.099962097
4.0352443	-0.08393756	-0.102429757
4.048431373	-0.081783806	-0.104040748
4.061704918	-0.079352428	-0.105139929
4.075065789	-0.076935172	-0.106936807
4.088514851	-0.074855396	-0.107429407
4.10205298	-0.072076969	-0.108157869
4.115681063	-0.070280153	-0.108823966
4.1294	-0.067487648	-0.109412606
4.157114094	-0.06292882	-0.110615325
4.171111111	-0.060372603	-0.111636522
4.185202703	-0.058817977	-0.112722323
4.199389831	-0.056377121	-0.113522845
4.213673469	-0.054461261	-0.113581498
4.242534247	-0.050225608	-0.11356143
4.257113402	-0.047720715	-0.114127554
4.271793103	-0.04559964	-0.113829188
4.286574394	-0.044513999	-0.113848413
4.301458333	-0.04227899	-0.115149284
4.316445993	-0.039257114	-0.11449237
4.331538462	-0.03780175	-0.114528399
4.346736842	-0.03674934	-0.115055183
4.362042254	-0.033898204	-0.114077589
4.392978723	-0.031668548	-0.114034932
