6.542578	-0.171728	-0.171728	0.000000
6.529189	-0.171729	-0.171729	0.000000
6.515856	-0.889185	-0.681427	-5.951822
6.502578	-1.777365	-0.710340	-30.567998
6.489355	-1.184430	-0.950883	-6.690628
6.476188	-0.256062	-0.374688	3.398384
6.463075	-0.409231	-0.480519	2.042244
6.450016	-0.423913	-0.569174	4.161414
6.437011	-0.721333	-0.743230	0.627309
6.424060	-1.152032	-0.342142	-23.201635
6.411162	-0.277800	-1.053899	22.233605
6.398317	-5.594461	-3.109789	-71.180626
6.385525	-0.810206	-2.157727	38.603624
6.372785	0.771160	-0.761989	43.921472
6.360096	-0.446934	-7.087451	190.236797
6.347460	-0.357161	-0.555487	5.681603
6.334875	-1.538824	-2.345876	23.120335
6.322341	-0.430659	-0.647348	6.207681
6.309857	-0.487865	-1.411975	26.473820
6.297424	-0.270129	-0.366314	2.755500
6.285042	-0.267909	-0.265962	-0.055777
6.272709	-0.288561	-0.992985	20.180237
6.260425	-0.219163	-0.453583	6.715645
6.248191	-0.382221	-0.581612	5.712137
6.236005	-0.153524	-0.131388	-0.634137
6.223868	0.004347	-0.035066	1.129106
6.211780	-0.004674	-0.004993	0.009142
6.199740	-0.008721	-0.021316	0.360841
6.187747	-0.040003	-0.035901	-0.117489
6.175802	-0.000340	-0.025289	0.714719
6.163904	-0.024003	-0.042295	0.524010
6.152053	-0.029560	-0.025937	-0.103802
6.140248	-0.013330	-0.006612	-0.192477
6.128490	-0.006460	-0.040196	0.966454
6.116778	-0.009018	-0.006789	-0.063847
6.105112	-0.034206	-0.009834	-0.698193
6.093492	-0.025060	-0.025034	-0.000747
6.081916	-0.021357	-0.035030	0.391702
6.070386	-0.005824	-0.010396	0.130984
6.058901	-0.025721	-0.008767	-0.485707
6.047460	-0.011892	-0.006477	-0.155132
6.036063	-0.000322	-0.027421	0.776342
6.024710	-0.026064	-0.023617	-0.070125
6.013401	-0.025600	-0.027604	0.057411
6.002135	-0.017652	-0.029067	0.327008
5.990913	-0.029565	-0.009841	-0.565045
5.979734	-0.009222	-0.022232	0.372709
5.968597	-0.024187	-0.023641	-0.015637
5.957503	-0.006951	-0.025809	0.540241
5.946451	-0.027134	-0.044485	0.497077
5.935442	-0.010531	-0.019519	0.257493
5.924474	-0.008330	-0.023399	0.431700
5.913547	-0.031048	-0.014110	-0.485241
5.902662	-0.024073	-0.028785	0.135016
5.891818	-0.012601	-0.028725	0.461920
5.881015	0.000289	-0.031244	0.903355
5.870252	-0.017033	-0.021734	0.134687
5.859530	-0.006017	-0.011828	0.166471
5.848848	-0.013932	-0.034790	0.597539
5.838205	-0.033972	-0.020900	-0.374495
5.827603	-0.026091	-0.026517	0.012208
5.817040	0.011012	-0.001693	0.363970
5.806516	-0.029836	-0.005950	-0.684278
5.796031	-0.023790	-0.015055	-0.250248
5.785586	-0.043726	-0.027876	-0.454059
5.775178	-0.014577	-0.022857	0.237205
5.764810	0.000457	-0.012344	0.366715
5.754479	-0.031748	-0.004348	-0.784954
5.744186	-0.034663	-0.018374	-0.466649
5.733931	-0.008192	-0.016533	0.238955
5.723714	-0.011934	-0.030052	0.519047
5.713534	-0.006360	-0.021736	0.440486
5.703391	-0.025846	-0.016561	-0.265990
5.693285	-0.006383	-0.019007	0.361644
5.683216	0.006179	-0.019231	0.727961
5.673184	-0.018309	-0.030359	0.345209
5.663188	-0.005544	-0.010683	0.147228
5.653228	-0.009673	-0.030908	0.608354
5.643304	-0.014053	-0.008296	-0.164932
5.633415	0.003908	-0.024362	0.809869
5.623562	-0.011559	-0.011626	0.001926
5.613745	-0.016551	-0.028172	0.332940
5.603963	-0.012970	-0.038995	0.745548
5.594216	-0.011923	-0.014480	0.073275
5.584504	-0.038244	-0.039922	0.048081
5.574826	-0.011588	-0.024435	0.368030
5.565183	-0.030562	-0.027771	-0.079967
5.555574	-0.024273	-0.030532	0.179283
5.545999	-0.020331	-0.028952	0.246966
5.536458	-0.021912	-0.021387	-0.015049
5.526950	-0.015780	-0.029236	0.385466
5.517477	-0.025313	-0.024539	-0.022174
5.508036	-0.026031	-0.031302	0.150998
5.498629	-0.008834	-0.052151	1.240921
5.489255	-0.037264	-0.022171	-0.432388
5.479914	-0.021028	-0.019403	-0.046578
5.470605	-0.015495	-0.026675	0.320259
5.461329	-0.023676	-0.012944	-0.307446
5.452085	-0.017500	-0.021853	0.124701
5.442874	-0.035131	-0.021561	-0.388753
5.433694	-0.022536	-0.051505	0.829881
5.424546	-0.027019	-0.027177	0.004540
5.415430	-0.025561	-0.024232	-0.038054
5.406345	-0.007727	-0.021371	0.390875
5.397292	-0.029553	-0.026249	-0.094641
5.388270	-0.016655	-0.023859	0.206396
5.379279	-0.020050	-0.033912	0.397103
5.370319	-0.036025	-0.017407	-0.533367
5.361389	-0.029365	-0.024666	-0.134597
5.352490	-0.036650	-0.022301	-0.411061
5.343621	-0.020034	-0.023575	0.101459
5.334783	-0.018879	-0.039048	0.577790
5.325975	-0.032754	-0.038681	0.169775
5.317196	-0.032656	-0.022269	-0.297560
5.308448	-0.022285	-0.013764	-0.244119
5.299729	-0.023394	-0.020633	-0.079089
5.291039	-0.030352	-0.031026	0.019317
5.282379	-0.035872	-0.020288	-0.446447
5.273748	-0.013691	-0.027386	0.392307
5.265146	-0.020735	-0.025209	0.128181
5.256573	-0.014726	-0.031619	0.483936
5.248029	-0.034459	-0.014415	-0.574210
5.239513	-0.020030	-0.030239	0.292469
5.231026	-0.027090	-0.032665	0.159717
5.222567	-0.016041	-0.020886	0.138798
5.214136	-0.025642	-0.032427	0.194373
5.205733	-0.024794	-0.028310	0.100746
5.197358	-0.019381	-0.018562	-0.023471
5.189011	-0.010442	-0.020002	0.273872
5.180691	-0.023085	-0.017490	-0.160279
5.172399	-0.019284	-0.018677	-0.017382
