1.3777777778    -0.0019832906   -0.0120773161
1.4090909091    0.0028661906    -0.0009127196
1.4418604651    0.002240477 -0.0204130799
1.4761904762    0.0120577466    -0.0318115752
1.512195122 0.0346833998    0.0002766111
1.55    0.0392614218    0.0120185974
1.5696202532    0.0354288117    0.0216332369
1.5897435897    0.0275952461    0.086167643
1.6103896104    0.034157684 0.1784463146
1.6315789474    0.018977377 0.2815873527
1.6533333333    -0.009488234    0.3298361211
1.6756756757    -0.0858681988   0.2503581634
1.698630137 -0.1301840767   0.2337490816
1.7222222222    -0.1799178237   0.2191990814
1.7464788732    -0.2131992833   0.2079458515
1.7714285714    -0.2474700526   0.1536541984
1.7971014493    -0.2658507471   0.1050374696
1.8235294118    -0.2695368944   0.0730338125
1.8507462687    -0.2652285693   0.0381735836
1.8787878788    -0.2536654763   0.0127703553
1.9076923077    -0.2369200488   -0.0093462081
1.9682539683    -0.1967212206   -0.0456036117
2   -0.1747948244   -0.0576374728
2.0327868852    -0.1533531504   -0.0638149977
2.0666666667    -0.1332945357   -0.0636364664
2.1016949153    -0.1172924362   -0.0623630421
2.1379310345    -0.1041635107   -0.0598488815
2.1754385965    -0.0930616919   -0.060158897
2.2142857143    -0.0802931575   -0.0607847522
2.2545454545    -0.0665284832   -0.0613628186
2.2962962963    -0.0532160584   -0.05799928
2.3396226415    -0.041612871    -0.0473618013
2.3846153846    -0.0336897371   -0.035246435
2.431372549 -0.030957663    -0.0218857411
2.48    -0.0330894124   -0.0090946419
2.5050505051    -0.0354102142   -0.0041845144
2.5306122449    -0.0394000458   0.0001864768
2.5567010309    -0.0434620248   0.0032918214
2.5726141079    -0.0460791942   0.0038768059
2.5833333333    -0.0479970079   0.0047930442
2.5995807128    -0.0506078557   0.0068931141
2.6105263158    -0.0526427136   0.0068523921
2.6271186441    -0.0553730935   0.0072771233
2.6382978723    -0.057609946    0.0060923519
2.6666666667    -0.0636283943   0.0061068811
2.6956521739    -0.0673165813   0.0023294959
2.7252747253    -0.0690037704   0.0003403123
2.7555555556    -0.0727595917   -0.0035727379
2.7865168539    -0.0754543057   -0.00969983
2.8181818182    -0.0752925226   -0.0142582492
2.8505747126    -0.0752358273   -0.0205284037
2.8837209302    -0.0728475458   -0.0235798815
2.9176470588    -0.0702977264   -0.0290060216
2.9523809524    -0.0668009358   -0.0324108655
2.9879518072    -0.0621652385   -0.034718366
3.0243902439    -0.0574402737   -0.0345274887
3.0617283951    -0.0528691949   -0.0323447944
3.1 -0.0495542917   -0.0302138933
3.1392405063    -0.0478619723   -0.0264508724
3.1794871795    -0.0495623782   -0.0205555093
3.2207792208    -0.0492665956   -0.0199990015
3.2631578947    -0.050916482    -0.0173236708
3.2804232804    -0.0518794849   -0.0162929104
3.2978723404    -0.0529390147   -0.0159440964
3.3155080214    -0.0543370525   -0.0155675367
3.3333333333    -0.0553203247   -0.0148288269
3.3513513514    -0.0568845554   -0.0147466507
3.3695652174    -0.0582538871   -0.0145982571
3.3879781421    -0.0596900048   -0.0142272424
3.4065934066    -0.0611556216   -0.0148769183
3.4444444444    -0.0650781045   -0.0159183566
3.4636871508    -0.0662281759   -0.0162125943
3.4831460674    -0.068126134    -0.0178070374
3.5028248588    -0.0701343536   -0.0183964223
3.5227272727    -0.0712383871   -0.0192758666
3.5428571429    -0.0723942898   -0.0208923765
3.5632183908    -0.0736620298   -0.0225182963
3.5838150289    -0.0751709711   -0.0215476458
3.6046511628    -0.0755446471   -0.0256108087
3.6257309942    -0.0763568017   -0.0276053215
3.6470588235    -0.0776954074   -0.0297791134
3.6686390533    -0.0777820617   -0.0319575375
3.6904761905    -0.0781549133   -0.0332534377
3.7125748503    -0.0784080869   -0.0351843584
3.734939759 -0.0788987439   -0.0367585061
3.7575757576    -0.0791891899   -0.0381988931
3.7804878049    -0.0803231453   -0.0407581439
3.8036809816    -0.0793224541   -0.0430351095
3.8271604938    -0.0803444632   -0.0465084371
3.850931677 -0.0832016764   -0.0494188274
3.875   -0.0802840869   -0.0496159815
3.8993710692    -0.0796528014   -0.0515077925
3.9240506329    -0.0795561645   -0.0539396415
3.949044586 -0.080431378    -0.0569319157
3.9743589744    -0.0789250833   -0.0582440624
4   -0.0807341763   -0.061147489
4.025974026 -0.0786936008   -0.062196155
4.0522875817    -0.0768061157   -0.063774444
4.0789473684    -0.0778443484   -0.0668262489
4.1059602649    -0.0780386361   -0.0688274431
4.1333333333    -0.0763881353   -0.0718365293
4.1610738255    -0.0776815427   -0.0739862693
4.1891891892    -0.0761405814   -0.0787173756
4.2176870748    -0.0750948637   -0.0809164914
4.2465753425    -0.0744358658   -0.0842374484
4.275862069 -0.0740369452   -0.0882609485
4.3055555556    -0.0713318617   -0.0898819128
4.3356643357    -0.0680173445   -0.0927152385
4.3661971831    -0.0611716395   -0.0931916353
4.3971631206    -0.0610934368   -0.0936252507
4.4285714286    -0.0526464054   -0.0949563237
4.4604316547    -0.0462317153   -0.0923870622
4.4927536232    -0.0387126411   -0.0813490131
4.5255474453    -0.0340641131   -0.0738561526
4.5588235294    -0.0235896871   -0.0659359994
4.5925925926    -0.0086942769   -0.0460948205
4.6268656716    -0.0075340636   -0.0386955525
4.6616541353    -0.0113803769   -0.0274268242
4.696969697 -0.0052971964   -0.0193004851
4.7328244275    -0.0048038745   -0.0024298419
4.7692307692    0.0040594205    -0.0077329976
