   1.5485250e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	
   1.5681266e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	
   1.5882308e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	
   1.6088571e+00	   1.6241167e-03	  -9.7819953e-03	  -1.6241167e-03	   9.7819953e-03	
   1.6300263e+00	   3.3973772e-03	  -2.0297699e-02	  -3.3973772e-03	   2.0297699e-02	
   1.6517600e+00	   2.8849754e-03	  -2.0189512e-02	  -2.8849754e-03	   2.0189512e-02	
   1.6740811e+00	   2.3384862e-03	  -1.9990291e-02	  -2.3384862e-03	   1.9990291e-02	
   1.6970137e+00	   1.7686865e-03	  -1.9968765e-02	  -1.7686865e-03	   1.9968765e-02	
   1.7205833e+00	   1.1646176e-03	  -1.9950975e-02	  -1.1646176e-03	   1.9950975e-02	
   1.7448169e+00	   6.0003349e-04	  -2.0294946e-02	  -6.0003349e-04	   2.0294946e-02	
   1.7697429e+00	  -1.7722194e-05	  -2.0709948e-02	   1.7722194e-05	   2.0709948e-02	
   1.7953913e+00	  -4.0229559e-04	  -2.0248490e-02	   4.0229559e-04	   2.0248490e-02	
   1.8217941e+00	  -1.0031762e-03	  -2.0438713e-02	   1.0031762e-03	   2.0438713e-02	
   1.8489851e+00	  -1.2740746e-03	  -1.8973069e-02	   1.2740746e-03	   1.8973069e-02	
   1.8770000e+00	  -1.7156275e-03	  -1.8734368e-02	   1.7156275e-03	   1.8734368e-02	
   1.9058769e+00	  -1.9471714e-03	  -1.8095184e-02	   1.9471714e-03	   1.8095184e-02	
   1.9356563e+00	  -2.2775140e-03	  -1.8149159e-02	   2.2775140e-03	   1.8149159e-02	
   1.9663810e+00	  -2.2728874e-03	  -1.6629539e-02	   2.2728874e-03	   1.6629539e-02	
   1.9980968e+00	  -2.1303812e-03	  -1.5086487e-02	   2.1303812e-03	   1.5086487e-02	
   2.0308525e+00	  -2.0436121e-03	  -1.6313575e-02	   2.0436121e-03	   1.6313575e-02	
