1.3777777778    -0.0337367626   -0.0569827526
1.4090909091    -0.0284008191   -0.0755866595
1.4418604651    -0.0136484326   -0.0555577997
1.4761904762    0.0327890364    -0.0889670451
1.512195122 0.1099129423    -0.0285409923
1.55    0.1013548658    0.1812215679
1.5696202532    0.0952344677    0.2243608252
1.5897435897    0.0613395343    0.2509529192
1.6103896104    0.0188842436    0.2835679211
1.6315789474    -0.0436224811   0.3056885551
1.6533333333    -0.0987007413   0.3305621629
1.6756756757    -0.165869878    0.3241759569
1.698630137 -0.2345554465   0.309278604
1.7222222222    -0.2948558307   0.2839495285
1.7464788732    -0.3484274255   0.2576317902
1.7714285714    -0.3813465727   0.1963607525
1.7971014493    -0.399024985    0.1259321849
1.8235294118    -0.3978010656   0.0732947534
1.8507462687    -0.3810460782   0.027404389
1.8787878788    -0.357175465    -0.0072013624
1.9076923077    -0.3286215  -0.0422013091
1.9375  -0.2968693723   -0.0702622738
1.9682539683    -0.2623512766   -0.0906818254
2   -0.2286899862   -0.1040895843
2.0327868852    -0.1974363077   -0.1103882835
2.0666666667    -0.168726281    -0.1089181489
2.1016949153    -0.1448468606   -0.1050805882
2.1379310345    -0.1258164005   -0.1010605719
2.1754385965    -0.1104229896   -0.1007776406
2.2142857143    -0.0925610213   -0.0978863293
2.2545454545    -0.0756408113   -0.0923605584
2.2962962963    -0.0623258568   -0.0833952872
2.3396226415    -0.0532977644   -0.0761964869
2.3846153846    -0.048499679    -0.0600729296
2.431372549 -0.0477045532   -0.0475369943
2.48    -0.0498241682   -0.0407389879
2.5050505051    -0.0514280588   -0.0380712627
2.5306122449    -0.0534760033   -0.0355495594
2.5567010309    -0.0549518399   -0.0335851703
2.5726141079    -0.0562325814   -0.0339090394
2.5833333333    -0.056713968    -0.033700144
2.5995807128    -0.0576848246   -0.0327001449
2.6105263158    -0.0582035646   -0.0332822161
2.6271186441    -0.0591688144   -0.0336140405
2.6382978723    -0.0598874898   -0.0337100497
2.6666666667    -0.0614029891   -0.0335892667
2.6956521739    -0.0614358907   -0.034218732
2.7252747253    -0.0602067384   -0.0354427166
2.7555555556    -0.0602830909   -0.0375488366
2.7865168539    -0.0596324887   -0.0386589034
2.8181818182    -0.0575085461   -0.0391918725
2.8505747126    -0.0563357074   -0.0392724128
2.8837209302    -0.0545190927   -0.0396438714
2.9176470588    -0.0526160711   -0.0392444068
2.9523809524    -0.0506723267   -0.0391491381
2.9879518072    -0.0486566763   -0.0382381664
3.0243902439    -0.0465220316   -0.0355171623
3.0617283951    -0.0452075448   -0.0331282551
3.1 -0.0447526428   -0.0302115415
3.1392405063    -0.0455514207   -0.0254629129
3.1794871795    -0.0473211687   -0.0212578158
3.2207792208    -0.0503680382   -0.0184443637
3.2631578947    -0.0545719736   -0.0147085043
3.2804232804    -0.0567357561   -0.0144270748
3.2978723404    -0.0583999611   -0.0141130481
3.3155080214    -0.0604933547   -0.0127855154
3.3333333333    -0.0625789906   -0.0135675918
3.3513513514    -0.0648776545   -0.0131869073
3.3695652174    -0.0670410323   -0.0122122082
3.3879781421    -0.075123033    -0.0159726955
3.4065934066    -0.0729378409   -0.0121630302
3.4254143646    -0.0753454209   -0.0125048582
3.4444444444    -0.0783184859   -0.0141089533
3.4636871508    -0.081044142    -0.0141230121
3.4831460674    -0.084021002    -0.0147687731
3.5028248588    -0.0865636648   -0.0175287518
3.5227272727    -0.0890796022   -0.0190602146
3.5428571429    -0.0919491177   -0.0197798949
3.5632183908    -0.0942885198   -0.0232838639
3.5838150289    -0.0964428719   -0.0255248651
3.6046511628    -0.0983186462   -0.0271987396
3.6257309942    -0.1005257425   -0.0301456432
3.6470588235    -0.1018879722   -0.0332700442
3.6686390533    -0.1037490741   -0.0363155583
3.6904761905    -0.1052340383   -0.0411681885
3.7125748503    -0.1067264346   -0.0431921982
3.734939759 -0.1077623235   -0.0464354564
3.7575757576    -0.108761615    -0.0490149277
3.7804878049    -0.1098770559   -0.0546305724
3.8036809816    -0.1106592249   -0.057852569
3.8271604938    -0.1114478469   -0.0618066008
3.850931677 -0.1114486387   -0.0658153502
3.875   -0.1119740027   -0.0687618557
3.8993710692    -0.111324344    -0.0731483447
3.9240506329    -0.1114676367   -0.0765149476
3.949044586 -0.1109514288   -0.0837078582
3.9743589744    -0.1106706965   -0.0866175158
4   -0.1099654066   -0.0896811684
4.025974026 -0.1085424176   -0.0950764249
4.0522875817    -0.1085533169   -0.0990125877
4.0789473684    -0.1062987669   -0.1007881534
4.1059602649    -0.104416912    -0.1072601088
4.1333333333    -0.103493114    -0.1100395483
4.1610738255    -0.1024062894   -0.1152382987
4.1891891892    -0.0999527669   -0.1172730745
4.2176870748    -0.0970106469   -0.1223711828
4.2465753425    -0.0917282232   -0.1285722347
4.275862069 -0.0914192973   -0.128817694
4.3055555556    -0.0861491006   -0.1302444949
4.3356643357    -0.0805289839   -0.135999664
4.3661971831    -0.0727417349   -0.1245517459
4.3971631206    -0.065643663    -0.1249461623
4.4285714286    -0.0605754978   -0.1257701573
4.4604316547    -0.0473490415   -0.0948613559
4.4927536232    -0.0333747891   -0.0760812671
4.5255474453    -0.0319502476   -0.0728310754
4.5588235294    -0.0254607654   -0.0528672466
4.5925925926    -0.012048604    -0.0467994655
4.6268656716    -0.005452249    -0.0275899386
4.6616541353    -0.0039987682   -0.0138988368
4.696969697 0.003496242 -0.0061047503
4.7328244275    -0.0053012772   -0.0040455036
4.7692307692    -0.0072970035   -0.0118606626
4.8062015504    0.0085258029    0.0044215254
4.84375 -0.0011258462   -0.0079782025
