   1.6055640e+00	   2.4182226e+00	   4.1301901e+00	   1.9104107e-05	   3.2402202e-03	
   1.6660150e+00	   2.4506404e+00	   3.8614896e+00	  -2.6528261e-04	   7.3911482e-03	
   1.7270410e+00	   2.4988801e+00	   3.6207673e+00	  -8.2363405e-04	   6.9916573e-03	
   1.7886810e+00	   2.5587496e+00	   3.4053255e+00	  -1.2348933e-03	   6.6532718e-03	
   1.8508820e+00	   2.6270132e+00	   3.2129553e+00	  -1.4029500e-03	   5.8726075e-03	
   1.9136160e+00	   2.7027862e+00	   3.0456208e+00	  -1.5024844e-03	   5.3520000e-03	
   1.9768890e+00	   2.7826372e+00	   2.8981498e+00	  -1.3505938e-03	   4.5317144e-03	
   2.0405600e+00	   2.8652636e+00	   2.7699362e+00	  -1.1848404e-03	   4.2746755e-03	
   2.1046890e+00	   2.9495921e+00	   2.6592778e+00	  -6.8530893e-04	   3.4977142e-03	
   2.1693850e+00	   3.0347793e+00	   2.5660833e+00	   3.8767544e-06	   2.9916472e-03	
   2.2345970e+00	   3.1198032e+00	   2.4906032e+00	   8.2317270e-04	   2.7289913e-03	
   2.3000500e+00	   3.2037101e+00	   2.4276361e+00	   2.1640280e-03	   2.7496687e-03	
   2.3659330e+00	   3.2857122e+00	   2.3811917e+00	   3.5350504e-03	   3.1941338e-03	
   2.4322480e+00	   3.3660572e+00	   2.3454434e+00	   4.9214052e-03	   4.2587049e-03	
   2.4990230e+00	   3.4432217e+00	   2.3242538e+00	   5.9126903e-03	   5.8904358e-03	
   2.5663150e+00	   3.5168112e+00	   2.3160331e+00	   6.5507897e-03	   7.9103875e-03	
   2.6339060e+00	   3.5867467e+00	   2.3184876e+00	   6.5651900e-03	   1.0303116e-02	
   2.7018750e+00	   3.6514235e+00	   2.3335200e+00	   6.0488843e-03	   1.2282308e-02	
   2.7700010e+00	   3.7104571e+00	   2.3593480e+00	   4.9300631e-03	   1.4926350e-02	
   2.8387580e+00	   3.7637095e+00	   2.3955765e+00	   3.2347514e-03	   1.7089720e-02	
   2.9075980e+00	   3.8094792e+00	   2.4419996e+00	   1.0431982e-03	   1.9102196e-02	
   2.9766790e+00	   3.8467950e+00	   2.4981743e+00	  -1.5540009e-03	   2.0662606e-02	
   3.0462070e+00	   3.8745478e+00	   2.5637075e+00	  -4.8102086e-03	   2.1982799e-02	
   3.1160100e+00	   3.8917760e+00	   2.6372867e+00	  -8.6089122e-03	   2.2969840e-02	
   3.1863520e+00	   3.8978258e+00	   2.7179814e+00	  -1.3140941e-02	   2.2980890e-02	
   3.2566120e+00	   3.8911122e+00	   2.8040190e+00	  -1.8175094e-02	   2.2229705e-02	
   3.3275560e+00	   3.8694178e+00	   2.8949612e+00	  -2.3138094e-02	   1.8838768e-02	
   3.3985490e+00	   3.8319244e+00	   2.9876879e+00	  -2.7157015e-02	   1.4871719e-02	
   3.4699360e+00	   3.7781861e+00	   3.0800243e+00	  -2.8843183e-02	   9.2105162e-03	
   3.5415720e+00	   3.7088632e+00	   3.1693922e+00	  -2.9374500e-02	   4.3506413e-03	
   3.6132990e+00	   3.6222141e+00	   3.2516207e+00	  -2.9048438e-02	  -9.3725873e-04	
   3.6855530e+00	   3.5210492e+00	   3.3252843e+00	  -2.7502613e-02	  -5.2892833e-03	
   3.7575870e+00	   3.4064577e+00	   3.3854703e+00	  -2.4977766e-02	  -9.0690929e-03	
   3.8298610e+00	   3.2810807e+00	   3.4303080e+00	  -2.2122313e-02	  -1.1814699e-02	
   3.9029190e+00	   3.1470289e+00	   3.4579497e+00	  -1.9316781e-02	  -1.4358483e-02	
   3.9759810e+00	   3.0095346e+00	   3.4667263e+00	  -1.5719444e-02	  -1.6467337e-02	
   4.0496240e+00	   2.8712557e+00	   3.4565063e+00	  -1.1978780e-02	  -1.7096240e-02	
   4.1229950e+00	   2.7384097e+00	   3.4261703e+00	  -8.3792669e-03	  -1.6833675e-02	
   4.1967030e+00	   2.6131525e+00	   3.3791863e+00	  -5.7302006e-03	  -1.5856869e-02	
   4.2706400e+00	   2.4989874e+00	   3.3171980e+00	  -3.7371461e-03	  -1.4665805e-02	
   4.3455340e+00	   2.3980807e+00	   3.2420558e+00	  -2.1373138e-03	  -1.3548821e-02	
   4.4178450e+00	   2.3157551e+00	   3.1613704e+00	  -1.1783837e-03	  -1.2415851e-02	
